,3 pairs in 15 nights detection loss NEO H=16.0,3 pairs in 15 nights detection loss NEO H=22.0,3 pairs in 15 nights detection loss MBA H=16.0,3 pairs in 15 nights detection loss MBA H=21.0,3 pairs in 15 nights detection loss Trojan H=14.0,3 pairs in 15 nights detection loss Trojan H=18.0,3 pairs in 15 nights detection loss TNO H=4.0,3 pairs in 15 nights detection loss TNO H=8.0,3 pairs in 15 nights detection loss PHA H=16.0,3 pairs in 15 nights detection loss PHA H=22.0,3 pairs in 30 nights detection loss NEO H=16.0,3 pairs in 30 nights detection loss NEO H=22.0,3 pairs in 30 nights detection loss MBA H=16.0,3 pairs in 30 nights detection loss MBA H=21.0,3 pairs in 30 nights detection loss Trojan H=14.0,3 pairs in 30 nights detection loss Trojan H=18.0,3 pairs in 30 nights detection loss TNO H=4.0,3 pairs in 30 nights detection loss TNO H=8.0,3 pairs in 30 nights detection loss PHA H=16.0,3 pairs in 30 nights detection loss PHA H=22.0
bulges_i_heavy_v1.5_10yrs,0.9378,0.5980859992828449,1.0,0.580044460055922,1.0,0.4903809356579341,0.7976,0.5099122034671463,0.9474,0.6171808198387633,0.9422,0.644836296437049,1.0,0.6304819755407572,1.0,0.5377034397409505,0.8042,0.5339851137261986,0.9536,0.66601480625187
daily_ddf_v1.5_10yrs,0.9228,0.5935763529597137,1.0,0.5835727391530192,1.0,0.49298054313334105,0.75,0.4833809029389487,0.9324,0.6140667367463936,0.9278,0.6358388210113189,1.0,0.6287767665230278,1.0,0.5389547051694981,0.7562,0.5065166983950485,0.939,0.6574594546677558
dcr_nham1_ug_v1.5_10yrs,0.9224,0.5992685801541515,1.0,0.581826571727704,1.0,0.48231242768238264,0.7532,0.48710701431160075,0.9328,0.6238648621002314,0.9294,0.6420018941628067,1.0,0.6282660170663953,1.0,0.5291142218755711,0.7572,0.5083277830136258,0.9412,0.6656182005599041
dcr_nham1_ugr_v1.5_10yrs,0.924,0.5883878983010891,1.0,0.5723757308012408,1.0,0.4833756894384907,0.751,0.4839608578302221,0.9298,0.6124200497241887,0.9306,0.6334818834496498,1.0,0.6191739704925264,1.0,0.5280326455842559,0.7576,0.505984171576925,0.9388,0.6575822724961953
dcr_nham1_ugri_v1.5_10yrs,0.9236,0.584621226949055,1.0,0.5612135723761755,1.0,0.4625988799319663,0.7494,0.478275841571011,0.9334,0.6063603644438944,0.93,0.6303189607038311,1.0,0.6144572090238501,1.0,0.516751365001787,0.7548,0.5030780344437505,0.942,0.6552850351052182
dcr_nham2_ug_v1.5_10yrs,0.924,0.5976859520371505,1.0,0.5763971572966876,1.0,0.4713562167502527,0.7514,0.486921628091139,0.9356,0.6206578509997707,0.9292,0.6396094679256595,1.0,0.6240508307996157,1.0,0.5226788491512451,0.7578,0.5095858498848008,0.9428,0.6646316041809571
dcr_nham2_ugr_v1.5_10yrs,0.9254,0.5882749153855479,1.0,0.563183520316528,1.0,0.4508042444417929,0.7494,0.4749492766463715,0.9334,0.6082561936993155,0.9312,0.632564017594275,1.0,0.6107618946276406,1.0,0.5038728117601625,0.7558,0.5005919922496536,0.94,0.6541003848227606
dcr_nham2_ugri_v1.5_10yrs,0.9238,0.5839182470995886,1.0,0.5528708577476964,1.0,0.4420226419281098,0.7476,0.47039599951570266,0.9332,0.5999567721879661,0.93,0.6269338533216595,1.0,0.6022530714178199,1.0,0.4920515831123952,0.7544,0.49693241990612913,0.9406,0.647356003525166
descddf_v1.5_10yrs,0.9258,0.6036858614949271,1.0,0.5872560806833034,1.0,0.49163021087863124,0.7512,0.4843644351501087,0.9332,0.6243189149212272,0.9298,0.6430547016794893,1.0,0.631689378984895,1.0,0.5418443838137412,0.7572,0.507021753928306,0.9388,0.6662881362241242
filterdist_indx1_v1.5_10yrs,0.9018,0.5588591259887024,1.0,0.5102970094900869,1.0,0.41811214719432016,0.5212,0.3366789526728472,0.8956,0.5753014470936401,0.9086,0.6067539410961996,1.0,0.573108224521351,1.0,0.48291072235116567,0.5286,0.3566785171302372,0.9046,0.6216485468775856
filterdist_indx2_v1.5_10yrs,0.9054,0.5991316863139498,1.0,0.5704857206821704,1.0,0.48036063138081747,0.5266,0.3606544548515077,0.898,0.6137995181726513,0.9112,0.6365952598821787,1.0,0.6131075432774755,1.0,0.5299386764275059,0.531,0.37454455459480873,0.9062,0.6507408540091371
filterdist_indx3_v1.5_10yrs,0.9034,0.6094741111762824,1.0,0.573346121568129,1.0,0.49459378861572173,0.526,0.35146828756093124,0.8986,0.6227327968045848,0.91,0.6433681874685829,1.0,0.62015836620191,1.0,0.5510038801707402,0.5302,0.36701863598232476,0.9048,0.6592532156064124
filterdist_indx4_v1.5_10yrs,0.9038,0.5469935310111365,1.0,0.498870498328376,1.0,0.3998935607383717,0.5238,0.3435835312423681,0.8968,0.5645785501808763,0.9116,0.5978423202409981,1.0,0.5618389182854024,1.0,0.47107433560445516,0.53,0.3620535280224098,0.9042,0.6144893285488123
filterdist_indx5_v1.5_10yrs,0.9082,0.5822220598172214,1.0,0.5644807844786548,1.0,0.47445369898098133,0.5272,0.35934449652711414,0.9022,0.5926062893566163,0.9136,0.6180257096155208,1.0,0.6058797780939752,1.0,0.521923045690378,0.532,0.37157377210328907,0.9104,0.6316973496631954
filterdist_indx6_v1.5_10yrs,0.9008,0.6012699815635604,1.0,0.5761137678266821,1.0,0.48159795931472366,0.5296,0.3644370182073292,0.8962,0.6168029595827774,0.9088,0.6372573148642867,1.0,0.6180671704364437,1.0,0.5266156804600385,0.533,0.3785512591520491,0.9084,0.6546232809820324
filterdist_indx7_v1.5_10yrs,0.9038,0.5860300574575333,1.0,0.5549399865843645,1.0,0.4647611451484005,0.5254,0.3530965279770592,0.8956,0.6001491929678576,0.9092,0.6272479568292144,1.0,0.6075687204916203,1.0,0.5263711128784511,0.5318,0.3694123139888284,0.9032,0.6432630187218951
filterdist_indx8_v1.5_10yrs,0.9046,0.594037233727825,1.0,0.5677176612167828,1.0,0.48177018392716026,0.528,0.36224410175487065,0.8962,0.6048671302436551,0.91,0.6295481046611554,1.0,0.6121508038428229,1.0,0.5319494901256892,0.5326,0.3752482164465917,0.9064,0.6439850226401388
footprint_add_mag_cloudsv1.5_10yrs,0.925,0.6006110097450329,1.0,0.5805489609838435,1.0,0.4880568318317466,0.7512,0.48559725923270336,0.9312,0.6179836583089957,0.9298,0.6432032532830246,1.0,0.6281307383006953,1.0,0.5420179989812964,0.7578,0.508536539160904,0.9404,0.6625186330364463
footprint_big_sky_dustv1.5_10yrs,0.9404,0.5892599889517212,1.0,0.5758067163814112,1.0,0.49489293126902045,0.7302,0.45872018395756137,0.9482,0.6120583852423916,0.945,0.6333061192418413,1.0,0.619744012492442,1.0,0.5397428902493381,0.7378,0.48320703795319164,0.9536,0.6544638602810744
footprint_big_sky_nouiyv1.5_10yrs,0.936,0.59633832656422,1.0,0.5859539614595598,1.0,0.5019283370012494,0.7252,0.4503924478981165,0.945,0.6184439835161593,0.9418,0.6356358526957298,1.0,0.6285165163359806,1.0,0.5459300818220476,0.7332,0.4720751417138887,0.9526,0.6577488649678078
footprint_big_skyv1.5_10yrs,0.9414,0.603634797984092,1.0,0.5892615289329447,1.0,0.496560210607396,0.7338,0.46931245684658657,0.9502,0.622384816460025,0.9456,0.6428944151201639,1.0,0.6327837545028528,1.0,0.5420390099611969,0.7414,0.49086198815756144,0.9558,0.6637080318672804
footprint_big_wfdv1.5_10yrs,0.9346,0.5927527082892702,1.0,0.5840080830597576,1.0,0.4985023400977836,0.7832,0.5020306562553941,0.9394,0.6112321339385853,0.94,0.6409946638136089,1.0,0.6311831959605068,1.0,0.545838356333605,0.7902,0.5262654851973276,0.9478,0.6602439635152544
footprint_bluer_footprintv1.5_10yrs,0.9224,0.6117685065594428,1.0,0.5822692323955803,1.0,0.5065429288331977,0.7484,0.4749412919989284,0.9318,0.6338319633743312,0.9286,0.6530358898791933,1.0,0.6334203808582966,1.0,0.5533120758608432,0.7554,0.4993909026748641,0.9394,0.6753516876712186
footprint_gp_smoothv1.5_10yrs,0.9262,0.6063219597958572,1.0,0.586410621880406,1.0,0.4964416710854165,0.7518,0.4904478300630645,0.9326,0.6211850817316632,0.9322,0.6473834458535286,1.0,0.6333643655487377,1.0,0.5490406527083594,0.758,0.5124466146765316,0.9412,0.6694045074198623
footprint_newAv1.5_10yrs,0.9392,0.6001647663889998,1.0,0.5792052884263038,1.0,0.4870925722405516,0.8,0.5084889061402943,0.9446,0.6153016740126999,0.9424,0.6483498027615164,1.0,0.6288778004294577,1.0,0.5349702956996453,0.8066,0.5347256292603133,0.9504,0.6675932994683714
footprint_newBv1.5_10yrs,0.9414,0.6007858297232502,1.0,0.5849305378837792,1.0,0.49178197003809787,0.8042,0.5144915905460569,0.9476,0.6171765705964903,0.947,0.648562902673174,1.0,0.6320111575678179,1.0,0.5382783823097458,0.8094,0.539396802063908,0.9526,0.6662295292984338
footprint_no_gp_northv1.5_10yrs,0.924,0.5988675010197245,1.0,0.5880387993108586,1.0,0.49929433158910486,0.7502,0.4881319637131236,0.9306,0.6241553827440873,0.9294,0.6404140624035342,1.0,0.6325422256170347,1.0,0.5483200057594303,0.7566,0.5117421542812647,0.9376,0.6665115659639601
footprint_standard_goalsv1.5_10yrs,0.9244,0.6010285987104289,1.0,0.5909655285230244,1.0,0.5018709433062383,0.751,0.4883247742732192,0.9328,0.623252894578612,0.9284,0.6427762239859262,1.0,0.634288673393725,1.0,0.5469083513155861,0.758,0.5108366207837348,0.9404,0.6662859981006115
footprint_stuck_rollingv1.5_10yrs,0.9414,0.6087371037793654,1.0,0.6153199891779046,1.0,0.5432109376742934,0.7514,0.4886700752238543,0.9528,0.6326800915322454,0.9448,0.6376170717928722,1.0,0.6498226614700036,1.0,0.5842594203677974,0.7564,0.5085674753281837,0.9574,0.6622644511893717
goodseeing_gi_v1.5_10yrs,0.9202,0.599157342613203,1.0,0.5889571971024165,1.0,0.4976453941552603,0.7522,0.4858123868572205,0.9312,0.6215304555788203,0.927,0.639765762000631,1.0,0.6315731842018077,1.0,0.543708836565225,0.7584,0.5089797450051677,0.9378,0.6631246999792401
goodseeing_gri_v1.5_10yrs,0.9236,0.6003889542161724,1.0,0.5865631446066394,1.0,0.4925181763494279,0.7512,0.48564479720050213,0.9314,0.6220241824091688,0.9284,0.6425802068259105,1.0,0.6321794176845382,1.0,0.5424928887613538,0.7574,0.5066181076255606,0.9406,0.6642224422866253
goodseeing_griz_v1.5_10yrs,0.9224,0.5963261031519222,1.0,0.5843021098285526,1.0,0.4898871742366005,0.7508,0.48375863568117683,0.9288,0.6181370397539715,0.9272,0.6378745975683956,1.0,0.628492332411248,1.0,0.5435661848906187,0.7572,0.5046883197352072,0.936,0.6611345485210154
goodseeing_gz_v1.5_10yrs,0.924,0.5992134554285677,1.0,0.584120503324151,1.0,0.4956631465639135,0.7508,0.4813448523022129,0.9318,0.6211268294563836,0.93,0.6399282218715174,1.0,0.6296451835677883,1.0,0.5478722742007719,0.757,0.5041967892485688,0.94,0.6629434273880542
goodseeing_i_v1.5_10yrs,0.923,0.6035573648989968,1.0,0.5977664478962533,1.0,0.5057567646296708,0.753,0.4934986481857888,0.928,0.6215535047386913,0.9282,0.6446643197475357,1.0,0.6384523192589092,1.0,0.5483486061341455,0.759,0.5147464140282106,0.9354,0.6630076307912552
greedy_footprint_v1.5_10yrs,0.9288,0.6036621494969745,1.0,0.5837674428580265,1.0,0.5013012185603666,0.7494,0.4871829010826675,0.9394,0.6253060443625903,0.9338,0.6452332880744984,1.0,0.6296853318072421,1.0,0.5521711693294695,0.756,0.5105700798566558,0.9458,0.668171038009934
roll_mod2_dust_sdf_0.20_v1.5_10yrs,0.9498,0.6019952754427289,1.0,0.5689618026412812,1.0,0.4941151720658514,0.7984,0.5000494720686434,0.9634,0.6232571412796861,0.9544,0.645767273605556,1.0,0.6162644101297561,1.0,0.5416766810160135,0.804,0.5248148508519037,0.9666,0.6681946817082115
rolling_mod2_sdf_0.10_v1.5_10yrs,0.937,0.6063035892402874,1.0,0.5808216237138882,1.0,0.5060332749546795,0.7506,0.48534222631916374,0.952,0.6293306546761207,0.9426,0.642593885039953,1.0,0.6243941660314708,1.0,0.5468129662249559,0.7576,0.5093411929295081,0.9578,0.6689719549672213
rolling_mod2_sdf_0.20_v1.5_10yrs,0.9376,0.6037927842796006,1.0,0.5852862808563902,1.0,0.5045745755403945,0.7514,0.4874253777977243,0.9522,0.6310854346767768,0.9412,0.6424773795610207,1.0,0.627654934057746,1.0,0.5451364894696455,0.759,0.5096848592163066,0.957,0.6680484152552691
rolling_mod3_sdf_0.10_v1.5_10yrs,0.9438,0.6032979673047444,1.0,0.5815933112291636,1.0,0.5220024620998897,0.7518,0.4891911083389807,0.9566,0.6289918342866699,0.9488,0.6391498352578927,1.0,0.6223513340178461,1.0,0.560218359116046,0.7592,0.5112920632705827,0.9604,0.6658930508079682
rolling_mod3_sdf_0.20_v1.5_10yrs,0.9442,0.6049110710851524,1.0,0.5873604761265508,1.0,0.5169610434270362,0.7524,0.48890793723632614,0.9568,0.6315139489755951,0.948,0.6398623608796391,1.0,0.6262911138849747,1.0,0.558594454298248,0.7586,0.5116240886095013,0.9612,0.6692028351285014
rolling_mod6_sdf_0.10_v1.5_10yrs,0.9446,0.593116234351522,1.0,0.5763480283631568,1.0,0.5113212236893907,0.7526,0.489649250993178,0.9572,0.6219246003834015,0.949,0.6268027394212452,1.0,0.6175856140918938,1.0,0.5504696873990091,0.7584,0.5107858402233713,0.9618,0.6555447638221749
rolling_mod6_sdf_0.20_v1.5_10yrs,0.9436,0.5991347369453921,1.0,0.580401017623089,1.0,0.5110835996071671,0.7528,0.49054922293864056,0.955,0.625462091246984,0.947,0.6330060461814786,1.0,0.6202549631886406,1.0,0.5471648470882191,0.759,0.5122423804494552,0.9592,0.6598174876539581
short_exp_2ns_1expt_v1.5_10yrs,0.9266,0.5947404080061799,1.0,0.574408528918735,1.0,0.47793060576812274,0.7492,0.47684667029384964,0.9368,0.6198785975051051,0.933,0.6416512520675496,1.0,0.6228016770692076,1.0,0.5348602837082524,0.7564,0.5019417789483986,0.9452,0.6670443091826899
short_exp_2ns_5expt_v1.5_10yrs,0.925,0.5934440818437421,1.0,0.5726662046605718,1.0,0.47220477833374774,0.7494,0.4788323879317635,0.9352,0.6201993561471474,0.9314,0.6389608321787468,1.0,0.6208928465024789,1.0,0.527996552863275,0.7566,0.5041551777232465,0.9434,0.6668895479738488
short_exp_5ns_1expt_v1.5_10yrs,0.9306,0.5908247425076629,1.0,0.5541402913868607,1.0,0.47221475993183737,0.7456,0.46676162586011216,0.9408,0.6140042249365549,0.9354,0.6375483091350547,1.0,0.6087576294576457,1.0,0.5230898511784194,0.7534,0.4928427685970368,0.9486,0.6629673883079371
short_exp_5ns_5expt_v1.5_10yrs,0.9246,0.5908533642161331,1.0,0.5546478891149347,1.0,0.46460172968510116,0.7434,0.4648923392579075,0.9378,0.6143455293032927,0.932,0.6348315680578392,1.0,0.6043181247641213,1.0,0.5152141203356625,0.753,0.4926404712479495,0.9454,0.6643574631896921
spiders_v1.5_10yrs,0.9232,0.6012161813979889,1.0,0.5820605303162225,1.0,0.49509964143470575,0.7498,0.48469344063081077,0.9338,0.6183948452467781,0.929,0.6420525561259787,1.0,0.6291635078230561,1.0,0.542262234415096,0.7562,0.5083180415405038,0.9404,0.6637705855355077
third_obs_pt120v1.5_10yrs,0.9142,0.5788678803114019,1.0,0.5852585956833978,1.0,0.4941844918471472,0.7526,0.4894212924046092,0.9218,0.6015423983186726,0.9216,0.6265277567199429,1.0,0.6291043268488538,1.0,0.5406807658701576,0.759,0.511807063834845,0.9298,0.6491119804233998
third_obs_pt15v1.5_10yrs,0.9254,0.6005339811265276,1.0,0.5905504860211255,1.0,0.49950768672082474,0.7504,0.4858674013670445,0.9296,0.6229572572481037,0.931,0.6425859255936234,1.0,0.6330217466989133,1.0,0.5446827628533545,0.7568,0.5091002175702981,0.9398,0.6680676740602364
third_obs_pt30v1.5_10yrs,0.9212,0.6001950016198214,1.0,0.5860619371511305,1.0,0.4969654622687842,0.7506,0.4877406359361223,0.931,0.6213584955532047,0.9262,0.6415237424918292,1.0,0.6321372857157402,1.0,0.5445717453439125,0.757,0.5103128444888383,0.9398,0.6654996277518024
third_obs_pt45v1.5_10yrs,0.9238,0.601389817077848,1.0,0.5886701322439448,1.0,0.4993749800837333,0.7512,0.4881655950949731,0.9312,0.6214429093786247,0.9294,0.6447957372226994,1.0,0.6332787265045446,1.0,0.5474831084960363,0.7572,0.5097295184890279,0.9388,0.6643295576648864
third_obs_pt60v1.5_10yrs,0.9224,0.596855350142972,1.0,0.5879879151892689,1.0,0.49288538805170784,0.751,0.4868771705154,0.9288,0.617100805014029,0.9264,0.6404926040569138,1.0,0.6334472354333366,1.0,0.544378705637856,0.758,0.5088163789529411,0.9372,0.6629094181424595
third_obs_pt90v1.5_10yrs,0.915,0.5901302778648703,1.0,0.5835567147795928,1.0,0.4891299324346631,0.753,0.4866780087959899,0.9224,0.6103764944683104,0.9226,0.6338781367803079,1.0,0.62992147864043,1.0,0.5408867953741583,0.7588,0.5094813366942507,0.9302,0.6543946879124536
twilight_neo_mod1_v1.5_10yrs,0.978,0.563649927234472,1.0,0.5105558176970684,1.0,0.4337025112623765,0.7606,0.41457462682840984,0.9842,0.5810110246454195,0.9854,0.607064544830465,1.0,0.5648930399040584,1.0,0.49163997410386057,0.776,0.4510013196813249,0.9904,0.6272649771504664
twilight_neo_mod2_v1.5_10yrs,0.952,0.5801476816188217,1.0,0.556756710110957,1.0,0.4758105004897099,0.7692,0.461661114605967,0.9658,0.6006260510213127,0.9688,0.6259815221242305,1.0,0.60557006190913,1.0,0.5253418478163429,0.7798,0.4874451832975436,0.9812,0.646154712266659
twilight_neo_mod3_v1.5_10yrs,0.944,0.58690622258084,1.0,0.5689133595924473,1.0,0.4778363477257612,0.7666,0.4720506143511419,0.949,0.6057278212763443,0.961,0.6336139603545847,1.0,0.6150342003865044,1.0,0.5338211641580501,0.78,0.4966655325102892,0.9672,0.6532099063802959
twilight_neo_mod4_v1.5_10yrs,0.9308,0.5943684820249602,1.0,0.5783947384739746,1.0,0.4955185243943323,0.7554,0.47578548740019183,0.9422,0.6139833178175041,0.9472,0.636153854045112,1.0,0.6227884587304253,1.0,0.545195128278881,0.7702,0.4996226976996058,0.9582,0.6599007400909254
u60_v1.5_10yrs,0.9228,0.5998521500185762,1.0,0.5876023199480174,1.0,0.5048678225316132,0.7512,0.4846304700340967,0.9322,0.6216638982143923,0.9286,0.6425541412263178,1.0,0.6356260267935907,1.0,0.5552373661854791,0.7574,0.5083730518943939,0.9394,0.6650536297488127
var_expt_v1.5_10yrs,0.9186,0.5888623837775626,1.0,0.5833918001375195,1.0,0.4777628127623362,0.7496,0.4910443586260868,0.9252,0.6090057605063951,0.9254,0.631593209878747,1.0,0.6240731999070369,1.0,0.5171003528316344,0.7552,0.5108700074025541,0.934,0.6521538330802078
wfd_depth_scale0.65_noddf_v1.5_10yrs,0.9408,0.6151332504449016,1.0,0.5879742372096848,1.0,0.4941594090523208,0.7566,0.4970179890202769,0.9512,0.6357719851211296,0.9446,0.6593047324045574,1.0,0.6368245578310257,1.0,0.5453448169860531,0.7622,0.5207992727007311,0.9574,0.6805769128441569
wfd_depth_scale0.65_v1.5_10yrs,0.9388,0.602932571654114,1.0,0.5849419057063855,1.0,0.4912037774887888,0.7562,0.49576332716935917,0.9488,0.6260123121133647,0.9432,0.6485696341772649,1.0,0.6322336094890213,1.0,0.5407646998045889,0.7618,0.519186305306778,0.9548,0.6733919325033397
wfd_depth_scale0.70_noddf_v1.5_10yrs,0.9348,0.6122821632757817,1.0,0.5890259924055146,1.0,0.49740884399425356,0.757,0.49758529008211394,0.9484,0.6352667217035898,0.9408,0.6579476584078608,1.0,0.634888277918267,1.0,0.5470251493182441,0.762,0.5204444294608017,0.9534,0.6806314907325937
wfd_depth_scale0.70_v1.5_10yrs,0.9338,0.6034770541102255,1.0,0.582911466722869,1.0,0.49356380138012346,0.7542,0.4940334936945692,0.944,0.6214857251379312,0.938,0.6492684079321551,1.0,0.6305815991658891,1.0,0.5440030809953627,0.7614,0.5174407435454454,0.952,0.6693076701889392
wfd_depth_scale0.75_noddf_v1.5_10yrs,0.9336,0.60940066785286,1.0,0.5900579481252057,1.0,0.4860041443156317,0.755,0.4952279813323911,0.9402,0.6324659411891732,0.939,0.6538184021971678,1.0,0.635407757725424,1.0,0.5389889296042744,0.7602,0.5183076973016936,0.9482,0.6775389060273569
wfd_depth_scale0.75_v1.5_10yrs,0.9304,0.602707002272575,1.0,0.5858878573456254,1.0,0.49542353670800093,0.7546,0.49425368218988236,0.939,0.6214261283240428,0.9352,0.6482951348598157,1.0,0.6332600008818943,1.0,0.5478660095691961,0.7616,0.5179747119193218,0.947,0.6685810049216648
wfd_depth_scale0.80_noddf_v1.5_10yrs,0.9294,0.6078653983294432,1.0,0.5893590488505875,1.0,0.4951517507065909,0.754,0.4929632586439517,0.9378,0.6323455207098045,0.9358,0.6526730574580976,1.0,0.6361693312139032,1.0,0.548174199864669,0.76,0.5183992892741476,0.9448,0.6763281421348161
wfd_depth_scale0.80_v1.5_10yrs,0.9282,0.601614903783639,1.0,0.5801207392425989,1.0,0.4848521418071061,0.7532,0.49055925278880774,0.9366,0.6168038794883539,0.9334,0.6452561321418008,1.0,0.6281981725749951,1.0,0.5356002266038709,0.7594,0.5138837350181622,0.945,0.6663554555742883
wfd_depth_scale0.85_noddf_v1.5_10yrs,0.9262,0.6095996858719633,1.0,0.5917395505997297,1.0,0.5028332871172903,0.7542,0.4943901915294963,0.9372,0.6324330969304989,0.9328,0.6512609825209649,1.0,0.6366789619507297,1.0,0.5514405587188984,0.7594,0.5141643438359986,0.9428,0.6757059949958566
wfd_depth_scale0.85_v1.5_10yrs,0.9246,0.5996226195386511,1.0,0.590010081123376,1.0,0.498826056252289,0.7524,0.4919361212714608,0.935,0.624019587455974,0.9314,0.6409717036777708,1.0,0.634617301652997,1.0,0.5496481844085327,0.7592,0.5144659434378197,0.941,0.6662346774785294
wfd_depth_scale0.90_noddf_v1.5_10yrs,0.9272,0.6123591933071106,1.0,0.5915608699741998,1.0,0.4998842047487038,0.7522,0.49007804133064886,0.9368,0.6320558728890512,0.9334,0.6529148493885203,1.0,0.6369507934890309,1.0,0.5564760473537599,0.7592,0.5135458650143512,0.9422,0.6742338638116031
wfd_depth_scale0.90_v1.5_10yrs,0.921,0.5982141598706263,1.0,0.5852702915449449,1.0,0.49631991670552744,0.7504,0.4856871250281777,0.9318,0.623203342509307,0.9262,0.6385873267818827,1.0,0.6301021711051872,1.0,0.5476946430923101,0.7574,0.5082457061004174,0.9396,0.665980814518721
wfd_depth_scale0.95_noddf_v1.5_10yrs,0.9254,0.6115190934916152,1.0,0.5865172342818518,1.0,0.5059293275770032,0.7494,0.48509561111510535,0.9332,0.6318040878266867,0.9314,0.6500243697672715,1.0,0.629738580316417,1.0,0.554548828848391,0.7554,0.506889741470433,0.9378,0.6695745627393267
wfd_depth_scale0.95_v1.5_10yrs,0.9238,0.6009789686919349,1.0,0.5818433291257251,1.0,0.493322112836701,0.749,0.4787635150191646,0.9314,0.6226541387452028,0.9288,0.640838205494571,1.0,0.6273776659655772,1.0,0.5464614668747596,0.7544,0.5015099987030102,0.9386,0.6644848041268666
wfd_depth_scale0.99_noddf_v1.5_10yrs,0.9236,0.6056246288719503,1.0,0.5802147294881117,1.0,0.4952876730324314,0.746,0.471711959969384,0.9318,0.6247483885477457,0.929,0.6427084144204289,1.0,0.6235014840178014,1.0,0.5465705126854122,0.7516,0.49493447964008447,0.939,0.6619939577596096
