,3 pairs in 15 nights detection loss NEO H=16.0,3 pairs in 15 nights detection loss NEO H=22.0,3 pairs in 15 nights detection loss MBA H=16.0,3 pairs in 15 nights detection loss MBA H=21.0,3 pairs in 15 nights detection loss Trojan H=14.0,3 pairs in 15 nights detection loss Trojan H=18.0,3 pairs in 15 nights detection loss TNO H=4.0,3 pairs in 15 nights detection loss TNO H=8.0,3 pairs in 30 nights detection loss NEO H=16.0,3 pairs in 30 nights detection loss NEO H=22.0,3 pairs in 30 nights detection loss MBA H=16.0,3 pairs in 30 nights detection loss MBA H=21.0,3 pairs in 30 nights detection loss Trojan H=14.0,3 pairs in 30 nights detection loss Trojan H=18.0,3 pairs in 30 nights detection loss TNO H=4.0,3 pairs in 30 nights detection loss TNO H=8.0
uparis_illum_40_scale4v1.4_10yrs,0.921,0.5270490913883333,1.0,0.49516994846395257,,,0.7438,0.4529876458786002,0.9274,0.5833144810294787,1.0,0.5550732695218664,,,0.7516,0.4801482417049432
uparis_illum_60_scale1v1.4_10yrs,0.9234,0.5980578824114677,1.0,0.5768228461058031,,,0.7506,0.48412842576587106,0.929,0.6393982719849174,1.0,0.6219331170372696,,,0.7572,0.506797968407489
uparis_illum_60_scale2v1.4_10yrs,0.9208,0.5707410635831153,1.0,0.5499412195301285,,,0.7464,0.4727787439553066,0.927,0.6198335884947528,1.0,0.6025238502276737,,,0.7548,0.4985658771949094
uparis_illum_60_scale4v1.4_10yrs,0.9228,0.5116990182713285,1.0,0.4745973155193784,,,0.7406,0.44041637241660464,0.9298,0.5705770044380429,1.0,0.5373518104854933,,,0.7498,0.47194010365290207
weather_0.3_v1.4_10yrs,0.9198,0.5967201190715594,1.0,0.583644258287925,1.0,0.4823496586005924,0.7514,0.4773132121918815,0.9262,0.6403421153504132,1.0,0.631376013044476,1.0,0.5378605852960112,0.7554,0.5027922052096921
weather_0.7_v1.4_10yrs,0.9272,0.6203635765126307,1.0,0.6067713057099908,1.0,0.49983547608984896,0.7504,0.485614499365359,0.9324,0.658552090799097,1.0,0.6476494181733363,1.0,0.5526034766233956,0.7584,0.509147862372593
weather_1.2_ndt_v1.4_10yrs,0.9372,0.6623830951200114,1.0,0.6340661326323369,1.0,0.5223186483407298,0.7538,0.49435051885752906,0.9412,0.6922336268397089,1.0,0.6661411104347508,1.0,0.5669432015807689,0.7592,0.516748447555837
weather_1.2_v1.4_10yrs,0.9332,0.650404936449102,1.0,0.6266827725391376,1.0,0.5224936695724346,0.754,0.49118435996049253,0.9364,0.6823016869718258,1.0,0.6612326649408888,1.0,0.5684645736229197,0.7584,0.5139159539344714
wfd_depth_scale0.65_noddf_v1.4_10yrs,0.9416,0.6175240507869425,1.0,0.5868114809354753,1.0,0.4908718308433049,0.7548,0.493974721741246,0.945,0.6606466185068415,1.0,0.6347133536548578,1.0,0.5418248830702265,0.7608,0.5200901572244176
wfd_depth_scale0.65_v1.4_10yrs,0.9372,0.5993315108976099,1.0,0.5777652806986866,1.0,0.4810443443812043,0.754,0.4864720170554439,0.9398,0.6476283476314816,1.0,0.6265994225920218,1.0,0.5296674863168555,0.7606,0.5126844866180467
wfd_depth_scale0.70_noddf_v1.4_10yrs,0.9346,0.6167516013089339,1.0,0.5896030584783626,1.0,0.49003524173523555,0.7554,0.49220772212787695,0.9384,0.6598255988616789,1.0,0.6350265516647243,1.0,0.5420191840966345,0.763,0.5180332370158721
wfd_depth_scale0.70_v1.4_10yrs,0.9334,0.5954981505372042,1.0,0.5725307176330817,1.0,0.47898478681534,0.7534,0.4837779062730661,0.9376,0.6444371434007918,1.0,0.625059501184461,1.0,0.5279153535266674,0.759,0.5105727499471943
wfd_depth_scale0.75_noddf_v1.4_10yrs,0.9308,0.6125454621594907,1.0,0.5863350220332247,1.0,0.48466731289327875,0.7544,0.4927024609691856,0.9368,0.6574505333551416,1.0,0.6331635729583867,1.0,0.5343708436330035,0.7598,0.5170768221892076
wfd_depth_scale0.75_v1.4_10yrs,0.927,0.5909019815873571,1.0,0.5764541801814277,1.0,0.4752141549790529,0.7516,0.48471398783423464,0.9344,0.640335955743342,1.0,0.6275135063636709,1.0,0.5288687995202217,0.7596,0.5091708964526367
wfd_depth_scale0.80_noddf_v1.4_10yrs,0.9274,0.6117754328759728,1.0,0.5854142118596312,1.0,0.48020461121871516,0.7538,0.486643527484522,0.9332,0.6546609082548316,1.0,0.6336446225341349,1.0,0.5337433941043498,0.7598,0.5115679753236043
wfd_depth_scale0.80_v1.4_10yrs,0.9258,0.5904350365101444,1.0,0.5712290540804636,1.0,0.47587209775013745,0.7518,0.4814528576770458,0.9314,0.6386278340472195,1.0,0.6232890205702797,1.0,0.5331338561776491,0.759,0.5086788710376408
wfd_depth_scale0.85_noddf_v1.4_10yrs,0.9256,0.61247500139049,1.0,0.5857040062532826,1.0,0.4871772407134169,0.7516,0.48690987995988133,0.9318,0.6559367909129409,1.0,0.6322555707908557,1.0,0.5377801137300475,0.7594,0.5106753756691914
wfd_depth_scale0.85_v1.4_10yrs,0.9226,0.5919304034719847,1.0,0.5755647629148058,1.0,0.4777942035898084,0.7498,0.4805352479202061,0.928,0.6378761921558544,1.0,0.6241221395710589,1.0,0.5280891135213914,0.7572,0.5048036808650976
wfd_depth_scale0.90_noddf_v1.4_10yrs,0.9264,0.6113105981565857,1.0,0.594591319997258,1.0,0.4974552390028132,0.7494,0.4834496811907487,0.9318,0.6524487372438422,1.0,0.6380244262175395,1.0,0.5502187081251964,0.7564,0.5061829337784197
wfd_depth_scale0.90_v1.4_10yrs,0.9204,0.5926390617309808,1.0,0.580574565683971,1.0,0.482429895736912,0.7484,0.47776612261338325,0.9252,0.6361684794247546,1.0,0.6281525160468863,1.0,0.5370051341122609,0.7554,0.5013493713888512
wfd_depth_scale0.95_noddf_v1.4_10yrs,0.9252,0.6106339994003327,1.0,0.5909211024535126,1.0,0.4930522999730159,0.7474,0.47670436022079066,0.9308,0.650580406658445,1.0,0.6352127598290496,1.0,0.5431940736114972,0.7542,0.4974001266315991
wfd_depth_scale0.95_v1.4_10yrs,0.9204,0.5911916720464491,1.0,0.5738477090410494,1.0,0.4797565542316571,0.7464,0.47267182819788023,0.9276,0.6337087767929714,1.0,0.6216665428455016,1.0,0.5287832214027887,0.7518,0.49391892162039
wfd_depth_scale0.99_noddf_v1.4_10yrs,0.922,0.6058413468344339,1.0,0.5805782476824755,1.0,0.49448995961982506,0.743,0.46830855165810165,0.9292,0.642680259216259,1.0,0.6266483854455916,1.0,0.5472237114314554,0.7474,0.48964624893950554
wfd_depth_scale0.99_v1.4_10yrs,0.9204,0.592320239135456,1.0,0.5649015929670305,1.0,0.4818337221538713,0.7426,0.4612320449888974,0.9252,0.6304412689634785,1.0,0.6126963470234117,1.0,0.5311365612714505,0.7466,0.483698322409719
wfd_vary_fp1v1.4_10yrs,0.923,0.5952040808988613,1.0,0.580666138986103,,,0.7488,0.4782543263813859,0.9272,0.637949478088887,1.0,0.6280488345811299,,,0.7564,0.5029869811146293
wfd_vary_fp2v1.4_10yrs,0.9214,0.5948858411189527,1.0,0.5813505792065077,,,0.7256,0.46465541398629384,0.927,0.6377240130394415,1.0,0.6276795341104134,,,0.7342,0.48945222830811774
wfd_vary_fp3v1.4_10yrs,0.9224,0.5959587985048962,1.0,0.5786227843889715,,,0.7476,0.4790253284816454,0.9272,0.640555121812719,1.0,0.6271043329625475,,,0.7558,0.5036475565729952
wfd_vary_fp4v1.4_10yrs,0.9172,0.5929620943020736,1.0,0.5747702147203496,,,0.7474,0.4727532930418462,0.9238,0.6354276318226114,1.0,0.6214055792652365,,,0.7536,0.49619239140547283
